Parsing blog №35
14.01.09	21:27	exelens        	Санкт-Петербург   	GMT+3	21
10.01.09	23:08	exelens        	Санкт-Петербург   	GMT+3	23

By-hour statictics for blog №35: 
 0: 4.99%	 [===                                                                             ]
 1: 5.21%	 [====                                                                            ]
 2: 2.82%	 [==                                                                              ]
 3: 1.52%	 [=                                                                               ]
 4: 0.43%	 [                                                                                ]
 5: 0.65%	 [                                                                                ]
 6: 0.43%	 [                                                                                ]
 7: 1.08%	 [                                                                                ]
 8: 1.74%	 [=                                                                               ]
 9: 3.25%	 [==                                                                              ]
10: 4.99%	 [===                                                                             ]
11: 4.56%	 [===                                                                             ]
12: 7.16%	 [=====                                                                           ]
13: 5.64%	 [====                                                                            ]
14: 3.90%	 [===                                                                             ]
15: 5.42%	 [====                                                                            ]
16: 6.29%	 [=====                                                                           ]
17: 4.99%	 [===                                                                             ]
18: 6.94%	 [=====                                                                           ]
19: 6.94%	 [=====                                                                           ]
20: 3.90%	 [===                                                                             ]
21: 5.86%	 [====                                                                            ]
22: 5.42%	 [====                                                                            ]
23: 5.86%	 [====                                                                            ]


